dt,absolute_humidity,accxnegmax,accxposmax,accynegmax,accyposmax,accznegmax,acczposmax,batt,co2,dewpoint,humidity,laeqx,lafmax,lafmin,light,pm10p0,pm1p0,pm2p5,pm4p0,pressure,rsrp,snr,temperature,tvoc,uptime
2024-12-22 23:27:21.115Z,5.403558118954662,,,,,,,40,704,2.3994963,33.81393814086914,39.224849700927734,43.37917709350586,31.634092330932617,196.0,,,,,980.0372314453125,-106.0,-6.0,18.657373428344727,1,1240925
2024-12-22 23:37:17.892Z,5.3970418844081545,,,,,,,40,702,2.3812122,33.82309341430664,39.57015609741211,49.563053131103516,31.5820369720459,28.0,0.0,0.0,0.0,0.0,980.0801391601562,-106.0,-3.0,18.6321964263916,0,1241525
2024-12-22 23:47:17.732Z,5.400366031865349,,,,,,,40,702,2.3906622,33.81393814086914,39.14716720581055,44.73917007446289,30.681501388549805,84.0,,,,,980.2437744140625,-101.0,-1.0,18.647302627563477,0,1242125
2024-12-22 23:57:17.573Z,5.389473031161288,,,,,,,40,701,2.360973,33.79562759399414,39.05563735961914,43.39616012573242,31.559232711791992,84.0,,,,,980.427734375,-101.0,-1.0,18.62212562561035,0,1242725
2024-12-23 00:07:17.411Z,5.389206767138677,,,,,,,40,695,2.359743,33.81393814086914,39.1978645324707,43.41054916381836,31.592031478881836,0.0,,,,,980.644775390625,-106.0,-3.0,18.6120548248291,0,1243325
2024-12-23 00:17:17.256Z,5.3865911982170305,,,,,,,40,692,2.3515873,33.847511291503906,39.192440032958984,43.34354019165039,31.833860397338867,0.0,,,,,980.83837890625,-101.0,0.0,18.586877822875977,2,1243925
2024-12-23 00:27:17.650Z,5.392419185378744,,,,,,,40,689,2.3667676,33.884132385253906,39.42072677612305,46.34732437133789,31.663305282592773,0.0,,,,,981.0878295898438,-106.0,-2.0,18.586877822875977,1,1244525
2024-12-23 00:37:17.492Z,5.378984379666164,,,,,,,40,683,2.3301418,33.859718322753906,39.576168060302734,48.92673110961914,31.574811935424805,56.0,0.0,0.0,0.0,0.0,981.208984375,-101.0,1.0,18.556665420532227,1,1245125
2024-12-23 00:47:17.331Z,5.388048195007459,,,,,,,40,682,2.3553839,33.856666564941406,39.43415451049805,43.4459114074707,31.401304244995117,112.0,,,,,981.302734375,-101.0,0.0,18.586877822875977,0,1245725
2024-12-23 00:57:17.652Z,5.372142087979261,,,,,,,40,682,2.3112054,33.856666564941406,39.7170295715332,61.44501495361328,31.33869743347168,0.0,,,,,981.42236328125,-105.0,-2.0,18.536523818969727,2,1246325
2024-12-23 01:07:17.493Z,5.3800277164456904,,,,,,,40,680,2.3320587,33.896339416503906,39.07407760620117,43.222232818603516,31.482030868530273,112.0,,,,,981.5630493164062,-106.0,-2.0,18.54155921936035,1,1246925
2024-12-23 01:17:18.754Z,5.370974345156711,,,,,,,40,679,2.3068125,33.89939498901367,39.12552261352539,44.40401840209961,31.501676559448242,0.0,,,,,981.6089477539062,-101.0,0.0,18.5113468170166,3,1247525
2024-12-23 01:27:17.255Z,5.367451966698829,,,,,,,40,678,2.2973387,33.887184143066406,39.25081253051758,43.59541702270508,31.919248580932617,0.0,,,,,981.7603759765625,-101.0,-1.0,18.506311416625977,2,1248125
2024-12-23 01:37:17.652Z,5.376086749432433,,,,,,,40,677,2.3207006,33.911598205566406,39.56736373901367,49.18198013305664,31.20514488220215,84.0,0.0,0.0,0.0,0.0,981.9180908203125,-101.0,-1.0,18.52141761779785,0,1248725
2024-12-23 01:47:17.491Z,5.368209499172015,,,,,,,40,675,2.299856,33.871925354003906,39.11203384399414,43.24663162231445,31.533018112182617,0.0,,,,,982.0690307617188,-101.0,1.0,18.516382217407227,0,1249325
2024-12-23 01:57:17.331Z,5.366347900992482,,,,,,,40,674,2.2941837,33.890235900878906,39.07686996459961,43.776302337646484,31.362653732299805,0.0,,,,,982.2398071289062,-105.0,-3.0,18.50127601623535,0,1249925
2024-12-23 02:07:17.171Z,5.36468959975056,,,,,,,40,669,2.2885046,33.929908752441406,39.21859359741211,44.75185775756836,31.904264450073242,56.0,,,,,982.2999267578125,-101.0,1.0,18.476099014282227,2,1250525
2024-12-23 02:17:17.494Z,5.360412458154382,,,,,,,40,667,2.2765088,33.932960510253906,39.23013687133789,43.2432975769043,31.264692306518555,28.0,,,,,982.444091796875,-101.0,0.0,18.46099281311035,3,1251125
