dt,absolute_humidity,accxnegmax,accxposmax,accynegmax,accyposmax,accznegmax,acczposmax,altitude,batt,co2,dewpoint,fdebug1,fdebug2,fdebug3,humidity,laeqx,lafmax,lafmin,latitude,light,longitude,pm10p0,pm1p0,pm2p5,pm4p0,pressure,rsrp,shock,snr,temperature,tvoc,uptime
2024-11-29 02:37:34.616Z,7.436328404279268,,,,,,,,80,706,7.137158,,,,38.80057907104492,42.44150924682617,49.18827438354492,34.74106979370117,,0.0,,,,,,1006.3357543945312,-95.0,,4.0,21.789392471313477,55,3411129
2024-11-29 02:47:35.019Z,7.434107722605839,,,,,,,,80,684,7.1301756,,,,38.90129089355469,42.2130012512207,47.69644546508789,34.72523498535156,,0.0,,,,,,1006.4762573242188,-94.0,,5.0,21.739038467407227,56,3411729
2024-11-29 02:57:35.026Z,7.418735438865303,,,,,,,,80,665,7.0994296,,,,38.84330749511719,42.4730110168457,47.940181732177734,35.13694381713867,,0.0,,,,,,1006.472412109375,-95.0,,4.0,21.728967666625977,54,3412329
2024-11-29 03:07:34.858Z,7.410741884230275,,,,,,,,80,642,7.082644,,,,38.84635925292969,42.2070426940918,49.255184173583984,34.2889518737793,,140.0,,,,,,1006.6396484375,-94.0,,4.0,21.70882797241211,55,3412929
2024-11-29 03:17:34.779Z,7.44020296513481,,,,,,,,80,629,7.140044,,,,39.02336120605469,42.87651443481445,48.85350799560547,35.72456741333008,,28.0,,,,,,1006.591796875,-96.0,,3.0,21.698755264282227,55,3413529
2024-11-29 03:27:34.698Z,7.3605004859401175,,,,,,,,80,619,6.982081,,,,38.63883590698242,42.90645980834961,49.642581939697266,35.08364486694336,,0.0,,0.5469809770584106,0.5172579884529114,0.5469809770584106,0.5469809770584106,1006.6187744140625,-94.0,,4.0,21.683650970458984,54,3414129
2024-11-29 03:37:34.542Z,7.335430037400617,,,,,,,,80,602,6.9339037,,,,38.440467834472656,41.72671127319336,50.203060150146484,34.284481048583984,,0.0,,,,,,1006.3960571289062,-95.0,,5.0,21.7138614654541,53,3414729
2024-11-29 03:47:34.589Z,7.280634309238541,,,,,,,,80,597,6.8233333,,,,38.20853042602539,42.1551628112793,54.300376892089844,33.73908615112305,,0.0,,,,,,1006.4701538085938,-95.0,,3.0,21.688684463500977,48,3415329
2024-11-29 03:57:34.466Z,7.281073028271482,,,,,,,,80,589,6.823687,,,,38.23294448852539,42.17073440551758,49.89425277709961,34.5399169921875,,0.0,,,,,,1006.37890625,-94.0,,5.0,21.678613662719727,51,3415929
2024-11-29 04:07:34.379Z,7.279402353911808,,,,,,,,80,587,6.819559,,,,38.25735855102539,42.24094772338867,49.27201461791992,34.29952621459961,,0.0,,,,,,1006.60205078125,-95.0,,5.0,21.66350746154785,48,3416529
